,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"dz[0, 83]",1.227,0.454,0.517,1.99,0.006,0.005,5384.0,3001.0,1.0
"dz[0, 84]",2.038,0.558,1.112,2.925,0.01,0.007,3484.0,2967.0,1.0
"dz[0, 85]",1.022,0.492,0.183,1.769,0.008,0.006,3473.0,2962.0,1.0
"dz[0, 86]",0.686,0.425,-0.013,1.354,0.007,0.005,4042.0,3208.0,1.0
"dz[0, 87]",1.343,0.546,0.46,2.256,0.009,0.007,4151.0,2635.0,1.0
"dz[0, 88]",0.836,0.437,0.101,1.535,0.006,0.005,4673.0,2899.0,1.0
"dz[0, 89]",0.461,0.433,-0.259,1.16,0.006,0.006,5124.0,3017.0,1.0
"dz[0, 90]",0.11,0.41,-0.533,0.822,0.006,0.007,4287.0,2980.0,1.0
"dz[0, 91]",-0.115,0.398,-0.741,0.568,0.006,0.006,5179.0,2926.0,1.0
"dz[0, 92]",-0.558,0.384,-1.193,0.063,0.006,0.005,4017.0,2820.0,1.0
"dz[0, 93]",0.226,0.424,-0.443,0.948,0.006,0.007,4713.0,2796.0,1.0
"dz[0, 94]",0.572,0.555,-0.412,1.419,0.01,0.008,3234.0,2459.0,1.0
"dz[0, 95]",1.743,0.5,0.917,2.55,0.007,0.005,4872.0,3282.0,1.0
"dz[0, 96]",1.386,0.455,0.634,2.11,0.006,0.005,5512.0,3125.0,1.0
"dz[0, 97]",0.59,0.554,-0.35,1.464,0.01,0.008,3023.0,2594.0,1.0
"dz[0, 98]",0.326,0.42,-0.358,1.013,0.006,0.005,4467.0,3255.0,1.0
"dz[0, 99]",0.497,0.437,-0.234,1.222,0.006,0.006,4600.0,2842.0,1.0
"dz[1, 0]",-0.97,0.383,-1.601,-0.362,0.006,0.004,3964.0,2649.0,1.0
"dz[1, 1]",0.399,0.404,-0.268,1.059,0.006,0.006,4500.0,2584.0,1.0
"dz[1, 2]",-0.999,0.401,-1.641,-0.331,0.006,0.005,4032.0,3031.0,1.0
"dz[1, 3]",-0.778,0.385,-1.378,-0.121,0.006,0.004,4681.0,3158.0,1.0
"dz[1, 4]",-0.412,0.39,-1.023,0.246,0.005,0.005,5038.0,3152.0,1.0
"dz[1, 5]",-0.39,0.396,-1.094,0.218,0.006,0.005,4781.0,2859.0,1.0
"dz[1, 6]",-1.236,0.424,-1.881,-0.479,0.007,0.005,4144.0,3188.0,1.0
"dz[1, 7]",-0.448,0.379,-1.049,0.177,0.006,0.005,4082.0,3374.0,1.0
"dz[1, 8]",-0.61,0.402,-1.269,0.062,0.006,0.005,4216.0,2962.0,1.0
"dz[1, 9]",-0.456,0.431,-1.17,0.247,0.006,0.006,4678.0,2812.0,1.0
"dz[1, 10]",-1.445,0.47,-2.196,-0.662,0.007,0.005,4483.0,2680.0,1.0
"dz[1, 11]",-0.539,0.39,-1.226,0.062,0.006,0.005,4133.0,2968.0,1.0
